,sentence,lemmaCnt,conjuctions,lemmattr,lemmaMattr,lexicalDensityTokens,lexicalDensityTypes,contentTtr,functionTtr,nounTtr,verbTtr,adjTtr,advTtr,bigramLemmaTtr,trigramLemmaTtr,adjacent_sentence_overlap_all_lemmas,adjacent_sentence_overlap_all_lemmas_normed,binary_adjacent_sentence_overlap_all_lemmas,adjacent_two_sentence_overlap_all_lemmas,adjacent_two_sentence_overlap_all_lemmas_normed,binary_adjacent_two_sentence_overlap_all_lemmas,adjacent_sentence_overlap_content_lemmas,adjacent_sentence_overlap_content_lemmas_normed,binary_adjacent_sentence_overlap_content_lemmas,adjacent_two_sentence_overlap_content_lemmas,adjacent_two_sentence_overlap_content_lemmas_normed,binary_adjacent_two_sentence_overlap_content_lemmas,adjacent_sentence_overlap_function_lemmas,adjacent_sentence_overlap_function_lemmas_normed,binary_adjacent_sentence_overlap_function_lemmas,adjacent_two_sentence_overlap_function_lemmas,adjacent_two_sentence_overlap_function_lemmas_normed,binary_adjacent_two_sentence_overlap_function_lemmas,adjacent_sentence_overlap_noun_lemmas,adjacent_sentence_overlap_noun_lemmas_normed,binary_adjacent_sentence_overlap_noun_lemmas,adjacent_two_sentence_overlap_noun_lemmas,adjacent_two_sentence_overlap_noun_lemmas_normed,binary_adjacent_two_sentence_overlap_noun_lemmas,adjacent_sentence_overlap_verb_lemmas,adjacent_sentence_overlap_verb_lemmas_normed,binary_adjacent_sentence_overlap_verb_lemmas,adjacent_two_sentence_overlap_verb_lemmas,adjacent_two_sentence_overlap_verb_lemmas_normed,binary_adjacent_two_sentence_overlap_verb_lemmas,adjacent_sentence_overlap_adjective_lemmas,adjacent_sentence_overlap_adjective_lemmas_normed,binary_adjacent_sentence_overlap_adjective_lemmas,adjacent_two_sentence_overlap_adjective_lemmas,adjacent_two_sentence_overlap_adjective_lemmas_normed,binary_adjacent_two_sentence_overlap_adjective_lemmas,adjacent_sentence_overlap_adverb_lemmas,adjacent_sentence_overlap_adverb_lemmas_normed,binary_adjacent_sentence_overlap_adverb_lemmas,adjacent_two_sentence_overlap_adverb_lemmas,adjacent_two_sentence_overlap_adverb_lemmas_normed,binary_adjacent_two_sentence_overlap_adverb_lemmas
0,"아프지 않은 주사기를 상상해 본 적이 있는가? 나노 기술을 이용하면 우리가 상상만 해 왔던 일들이 실제로 이루어질 가능성이 높다. ‘나노’는 10억분의 1을 가리키는 말로, 1나노미터 는 머리카락 굵기의 10만분의 1 정도이다. 나노 물질은 크기가 매우 작아서 인간의 눈으로는 볼 수 없고, 전자 현미경을 이용해야만 관찰이 가능하다.
나노 기술은 두 가지 종류로 나눌 수 있다. 큰 것을 작게 만드는 기술과 물질의 알갱이를 새롭게 배열하여 새로운 물질을 만드는 기술이다. 큰 것을 작게 만드는 기술은 교실만 한 컴퓨터를 손바닥 크기로 작고 가볍게 만드는 데 이용된다. 물질의 알갱이를 새롭게 배열하여 새로운 물질을 만드는 기술은 철보다 강하면서도 가벼운 특성을 가진 소재를 개발하는 데 이용된다.
나노 기술은 정보 통신, 의학, 산업 등 다양한 분야에 응용할 수 있는 기술로 주목받고 있다. 정보 통신 분야에서는 우주에서도 통화가 가능한 휴대 전화, 각자 자기 나라말로 외국인과 자유롭게 대화할 수 있는 실시간 동시통역기 등을 개발 중이다. 의학 분야에서는 공기는 통하고 바이러스는 걸러 주는 투명 마스크, 몸속 구석구석을 관찰, 진단, 수술하는 의료용 로봇 등이 개발되고 있다. 산업 분야에서는 멀리서도 리모컨 하나로 색을 바꿀 수 있는 자동차, 빛을 받으면 스스로 표면을 깨끗하게 하는 청소용품에 대한 연구가 진행되고 있다.
앞으로 나노 기술은 우리 생활의 다양한 분야에 이용될 것이다. 그리고 이 기술은 미래 산업 전반과 과학 기술 발전에 크게 기여할 것으로 기대된다.",195,1.0,0.7692307692307693,0.8583333333333334,0.23871733966745842,0.14845605700712589,0.6218905472636815,0.14285714285714285,0.4835680751173709,0.5686274509803921,0.6428571428571429,1.0,0.9226804123711341,0.9637305699481865,0,0,10,77,9,9,41,10,9,33,9,6,54,10,10,42,9,8,27,10,10,24,9,6,23,10,9,17,9,6,4,4,3,2,2,2,0,0,0,0,0,0
0,사람이 혼자서 큰일을 하기는 힘들다. 때로 자기 능력만 믿고 혼자 그 일을 다 하려다 지레 겁을 먹고 포기하기도 한다. 그러나 여럿이 모여서 꾸준히 힘을 합하면 힘든 일 도 쉽게 할 수 있다. 함께하는 지혜를 발휘하여 밝고 아름다운 사회를 이루도록 노력하자.,40,1.0,0.95,-1.0,0.3082706766917293,0.2706766917293233,0.8780487804878049,0.32,0.5277777777777778,0.9285714285714286,0.8571428571428571,1.0,1.0,1.0,0,0,3,9,2,2,9,3,3,5,2,2,9,3,3,4,2,2,5,3,2,3,2,1,3,2,2,1,1,1,1,1,0,0,0,0,3,3,1,2,2,0
0,"한옥은 지방마다 구조가 조금씩 달랐습니다. 따뜻한 남부 지방에서는 바람이 잘 통하도록 넓은 마루를 두고 방을 한 줄로 배열하였습니다. 마루는 방들을 ㉠연결하는 통로로 사용되었고, 무더운 여름날에는 시원한 마루에서 주로 생활하였습니다. 추운 북부 지방에서는 집을 낮게 지으면서 방을 두 줄이나 사각형으로 배열하여 집 안의 열기가 밖으로 빠져나가지 않도록 하였습니다.",47,1.0,0.9361702127659575,-1.0,0.20704845814977973,0.16740088105726872,0.8085106382978723,0.4878048780487805,0.6086956521739131,1.0,1.0,1.0,1.0,1.0,0,0,3,15,2,2,10,3,3,6,2,1,17,3,3,9,2,2,6,3,3,4,2,2,5,3,2,3,2,1,3,3,0,2,2,0,2,2,0,1,1,0
0,"보름 전쯤 돌아다니다가 동고비를 보았다. 딱따구리가 밤나무에 파 놓은 구멍 속에 동고비가 조용히 둥지를 틀고 있었다. 동고비같이 작은 새들은 딱따구리가 판 구멍에 둥지를 만들고, 날다람쥐나 들쥐는 그 구멍 속에 들어가 잠을 자기도 한다.",33,1.0,0.8787878787878788,-1.0,0.3173076923076923,0.25,0.7878787878787878,0.36363636363636365,0.5666666666666667,1.0,1.0,1.0,0.96875,1.0,0,0,2,4,1,1,5,2,2,2,1,1,9,2,2,2,1,1,4,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"백일홍은 심어 기르는 한해살이풀이에요. 꽃이 백 일 동안 핀다고 백일홍이라는 이름이 붙었지요. 원산지는 멕시코인데, 1757년에 독일 식물학자가 개량하여 여러 나라에서 심어 기르게 되었대요. 우리나라에서 심어 기른 지는 200년쯤 된다고 해요.
백일홍은 줄기가 곧고, 높이는 1미터쯤 되어요. 잎은 잎자루가 없이 마주나지요. ㉣잎은 끝이 뾰족하고 기다란 달걀 모양인데, 밑부분이 줄기를 감싸고 있어요.",49,1.0,0.8775510204081632,-1.0,0.2345679012345679,0.17695473251028807,0.7543859649122807,0.32432432432432434,0.5961538461538461,0.6086956521739131,1.0,1.0,0.9791666666666666,1.0,0,0,5,21,4,4,15,5,4,10,4,1,18,5,4,10,4,3,14,5,3,10,4,0,7,5,3,5,4,1,0,0,0,0,0,0,1,1,0,0,0,0
0,"새는 하늘을 날기에 알맞은 몸을 가지고 있다. 새는 매우 단단하면서도 가벼운 뼈와 공기주머니를 가지고 있어서 몸을 띄우기가 쉽다. 그리고 새의 날개는 앞쪽이 두껍고 뒤쪽이 차차 얇아지는 형태로 되어 있어 몸을 띄우는 힘인 ‘양력’을 쉽게 만들어 낼 수 있다. 또, 새는 가슴 근육부터 날개 뼈까지 이어져 있는 힘센 근육을 지니고 있어 강한 날갯짓을 할 수 있다.",55,1.0,0.8,0.9,0.2681818181818182,0.18636363636363637,0.6949152542372882,0.32558139534883723,0.4423076923076923,0.64,0.875,1.0,0.9629629629629629,1.0,0,0,3,19,2,2,14,3,3,8,2,2,18,3,3,11,2,2,7,3,3,4,2,2,8,3,3,5,2,2,2,2,1,1,1,0,2,2,0,1,1,0
0,아침에 우산을 버스에 두고 내렸다. 우산을 두고 내린 것을 알고 눈물이 날 것 같았다. 그 우산은 내 단짝 친구가 준 선물이기에 무척 아꼈던 것이었다. 기분이 좋지 않아서 밥도 먹기가 싫었다. 잃어버린 우산이 자꾸 떠올랐다.,34,1.0,0.9117647058823529,-1.0,0.2857142857142857,0.21428571428571427,0.75,0.46153846153846156,0.5,0.8666666666666667,1.0,1.0,0.9696969696969697,1.0,0,0,4,14,3,3,9,4,3,6,3,1,16,4,4,8,3,3,9,4,4,6,3,3,4,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"식초는 동서양을 막론하고 오래전부터 이어 온 발효 식품으로, 조미료 및 방부제로 사용되고 있다. 식초는 곡물이나 과일에 누룩이라는 곰팡이를 번식시켜 만든다. 곡물과 과일에 있는 효모가 자라 알코올을 만들고, 이 알코올에서 식초 균이 자라면서 식초가 되는 것이다. 식초를 만들기 위해서는 오랜 숙성 기간이 필요하다.",42,0.0,0.8571428571428571,-1.0,0.24157303370786518,0.16853932584269662,0.6976744186046512,0.45454545454545453,0.55,0.6666666666666666,0.0,0.0,1.0,1.0,0,0,3,11,2,2,8,3,3,4,2,2,14,3,3,7,2,2,6,3,3,4,2,2,5,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,"어느 날, 알라딘이 친구들과 시장에서 놀고 있을 때였습니다. 알라딘에게 한 낯선 사람이 다가왔습니다. 그는 알라딘을 덥석 끌어안으며 말하였습니다.
“네가 알라딘이지? 나는 네 삼촌이란다. 못 본 사이에 많이 컸구나.”
알라딘은 자신에게 삼촌이 있다는 말을 들어 본 적이 없었기 때문에 어리둥절하였습니다. 삼촌은 알라딘에게 더 멋진 곳을 구경시켜 주겠다며 이튿날 다시 만나자고 하였습니다.",48,1.0,0.9583333333333334,-1.0,0.20164609053497942,0.16049382716049382,0.7959183673469388,0.4146341463414634,0.5652173913043478,0.8421052631578947,1.0,1.0,1.0,1.0,0,0,5,14,4,4,10,5,4,5,4,2,18,5,4,8,4,2,12,5,5,9,4,3,4,3,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
0,"우리나라의 남극 탐험은 1978년 크릴새우를 시험 삼아 잡으면서 시작되었지만, 본격적인 탐험은 1985년에 시작되었다. 이듬해인 1986년에 우리나라는 세계에서 서른세 번째로 남극 조약에 가입하였다.",22,0.0,0.8636363636363636,-1.0,0.22641509433962265,0.16037735849056603,0.7083333333333334,0.5625,0.7037037037037037,0.6,0.0,0.0,1.0,1.0,0,0,1,0,0,0,3,1,1,0,0,0,4,1,1,0,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"정오 무렵 탄금대를 돌아보고 열두대로 갔다. 열두대는 바위 절벽으로, 신립 장군이 임진왜란 중에 열두 번이나 오르내렸다는 이야기가 전해 오고 있다. 이렇게 가파르고 위험한 곳을 위급했던 전쟁 중에 어떻게 오르내렸을까 싶다. 열두대에서 충주 시내로 가는 길에는 사과나무가 많이 심겨 있었다. 충주 시내로 들어서니 시내 도로에 사과가 주렁주렁 열려 있는 모습이 인상적이었다.",53,1.0,0.8301886792452831,0.9199999999999999,0.24669603524229075,0.19383259911894274,0.7857142857142857,0.3333333333333333,0.5384615384615384,0.7083333333333334,1.0,1.0,0.9807692307692307,1.0,0,0,4,20,3,3,13,4,3,8,3,1,20,4,4,12,3,3,12,4,4,8,3,3,4,4,3,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0
0,"세종과학기지 하나만으로 남극의 자연을 연구하는 데는 부족한 점이 많았다. 그래서 우리나라는 남극 대륙에 다른 기지를 더 세우기로 결정하였고, 2014년 2월 12일에 장보고과학기지가 완공되었다. 장보고과학기지가 건설됨으로써 우리나라는 세계에서 열 번째로 남극에 두 개 이상의 기지를 운영 하는 국가가 되었다.",40,0.0,0.9,-1.0,0.25,0.19047619047619047,0.7619047619047619,0.44,0.6666666666666666,1.0,1.0,0.0,0.9743589743589743,1.0,0,0,2,9,1,1,7,2,2,2,1,1,13,2,2,6,1,1,7,2,2,3,1,1,4,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,씨앗의 모양은 여러 가지입니다. 참외 씨앗은 가늘고 긴 타원형입니다. 봉선화 씨앗은 까만 구슬 알갱이 모양입니다. 그리고 도깨비바늘의 씨앗은 끝에 고리가 달린 가시 모양입니다.,23,1.0,0.9130434782608695,-1.0,0.25217391304347825,0.1826086956521739,0.7241379310344828,0.5,0.625,0.6666666666666666,1.0,1.0,1.0,1.0,0,0,3,9,2,2,7,3,3,4,2,2,8,3,3,5,2,2,6,3,3,4,2,2,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
0,할아버지는 땅이 꺼지게 한숨을 쉬며 쌀이 나오는 바위에 가 보았어. 그런데 이게 웬일이야? 거기에 두 명이 먹을 만큼의 쌀이 나와 있지 뭐야. 할아버지는 기뻐하며 쌀을 가져와 밥을 지어 손님과 함께 맛있게 먹었지.,32,1.0,0.875,-1.0,0.2608695652173913,0.21739130434782608,0.8333333333333334,0.34615384615384615,0.6071428571428571,0.8333333333333334,1.0,1.0,0.967741935483871,1.0,0,0,3,3,2,1,4,3,2,2,2,0,7,3,3,1,2,1,5,3,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,어려움을 딛고 대학에 입학한 영우는 열심히 대학 생활을 했습니다. 하지만 장애를 가진 영우에게 대학 생활은 힘들고 어려웠습니다. 왜냐하면 그 당시 대학교에는 시각 장애인이 사용할 수 있는 점자 교재가 한 권도 없었기 때문입니다,32,1.0,0.96875,-1.0,0.3269230769230769,0.27884615384615385,0.8529411764705882,0.55,0.6333333333333333,1.0,1.0,1.0,1.0,1.0,0,0,1,6,1,1,4,2,1,2,1,1,11,2,1,4,1,1,4,2,1,2,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,나뭇잎의 모양은 다양하다. 단풍나무 잎은 손바닥처럼 생겼다. 그리고 소나무 잎은 바늘처럼 생겼다. 또 은행나무 잎은 부채처럼 생겼다.,17,1.0,0.7647058823529411,-1.0,0.29310344827586204,0.22413793103448276,0.7647058823529411,0.3333333333333333,0.6875,0.3333333333333333,0.0,1.0,1.0,1.0,0,0,3,9,2,2,5,3,2,3,2,1,10,3,3,6,2,2,6,3,3,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,"이튿날 새벽, 우리는 일출을 보기 위하여 우도봉에 올랐다. 해가 뜨기 전이라 그런지 어두워서 주변은 잘 보이지 않았다. 잠시 후 수평선 저 끝에서 불그스름한 빛이 서서히 새어 나오더니 드디어 아침 해가 모습을 드러내었다. 태어나서 처음 본 일출은 시간이 지나도 마음속에서 지워지지 않을 만큼 멋지다고 느꼈다.",44,1.0,0.9772727272727273,-1.0,0.27388535031847133,0.25477707006369427,0.9302325581395349,0.4,0.6410256410256411,0.9375,1.0,1.0,1.0,1.0,0,0,3,10,2,2,7,3,2,4,2,1,15,3,3,6,2,2,8,3,3,4,2,2,3,3,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"나는 늑대야. 이름은 알렉산더  울프. 나는 도대체 모르겠어. 커다랗고 고약한 늑대 이야기가 어떻게 처음 생겨났는지. 하지만 그건 모두 거짓말이야. 아마 우리가 먹는 음식 때문에 그런 얘기가 생긴 것 같아.
하지만 우리 늑대가 토끼나 양이나 돼지같이 귀엽고 조그만 동물을 먹는 건 우리 잘못이 아니야. 원래 우리는 그런 동물을 먹게끔 되어 있거든. 치즈를 먹는다고 해서 너희를 커다랗고 고약한 사람이라고 한다면, 그게 말이 되니?",61,1.0,0.819672131147541,0.8945454545454545,0.24401913875598086,0.19617224880382775,0.803921568627451,0.3333333333333333,0.5192307692307693,0.7272727272727273,0.8333333333333334,1.0,0.9666666666666667,1.0,0,0,3,11,6,1,12,7,3,5,5,1,9,6,2,4,5,1,9,5,2,5,4,0,4,4,3,2,2,1,0,0,0,0,0,0,2,2,0,0,0,0
0,흥부는 제비 다리를 고쳐 주고 큰 복을 받았다. 그날 밤 놀부는 흥부가 큰 복을 받았다는 소식을 듣고 잠을 설쳤다. 다음날 흥부를 찾아간 놀부는 복을 받은 이유를 꼬치꼬치 캐물었다. 이유를 알고 난 놀부는 입가에 미소를 지었다.,35,1.0,0.7714285714285715,-1.0,0.2900763358778626,0.21374045801526717,0.7368421052631579,0.2222222222222222,0.5428571428571428,0.75,0.5,1.0,0.9117647058823529,0.9696969696969697,0,0,3,13,2,2,7,3,3,4,2,2,15,3,3,9,2,2,6,3,3,4,2,2,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
0,"삶이 무거울수록 웃음이 필요하다. 웃음에는 답답한 현실의 무게를 덜어 주고, 삶에 탄력을 불어넣는 마법과 같은 힘이 담겨 있다. 이제는 삶의 뒷전으로 내몰았던 웃음을 되찾아야 한다.",25,1.0,1.0,-1.0,0.22321428571428573,0.1875,0.84,0.43478260869565216,0.5416666666666666,1.0,1.0,1.0,1.0,1.0,0,0,2,3,1,1,4,2,2,1,1,1,10,2,2,2,1,0,4,2,2,2,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,내 친구들은 여러 가지 취미 생활하고 있다. 도희는 탁구 치는 것을 좋아한다. 희원이는 아버지와 함께 등산을 즐겨 한다. 지수는 그림을 그릴 때 행복하다고 한다.,24,1.0,0.9583333333333334,-1.0,0.30337078651685395,0.2808988764044944,0.9259259259259259,0.5384615384615384,0.76,1.0,1.0,1.0,1.0,1.0,0,0,2,7,2,1,6,3,1,3,2,0,7,3,2,4,2,1,7,3,2,4,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"우리 가족은 지난 토요일에 제주도에 갔습니다.
차를 타고 공항까지 이동하였습니다. 한참을 기다려 비행기를 탔습니다.
제주도에 도착하여 우리 가족은 바닷가 근처에 숙소를 잡았습니다. 눈앞에 바다가 보였습니다. 숙소를 나와 성산 일출봉, 한라산, 천지연 폭포 등을 가 보았습니다. 아름다운 자연을 간직한 제주도가 무척 신비롭게 느껴졌습니다.
숙소로 돌아오는 길에 식당을 찾아가 저녁을 먹었습니다.",46,1.0,0.9130434782608695,-1.0,0.26900584795321636,0.24561403508771928,0.9130434782608695,0.2903225806451613,0.6666666666666666,0.9230769230769231,1.0,1.0,0.9777777777777777,1.0,0,0,4,13,3,3,11,4,2,6,3,0,13,4,4,7,3,3,11,4,4,6,3,3,5,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,나는 이번 방학에 가족과 함께 제주도 여행을 갈 것이다. 나는 아직까지 비행기를 타 본 적이 없기 때문에 무척 기대된다. 처음으로 비행기를 타는 기분은 어떨지 궁금하다.,25,1.0,0.92,-1.0,0.22641509433962265,0.20754716981132076,0.9166666666666666,0.6111111111111112,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0,0,2,7,1,1,7,2,1,2,1,0,11,2,2,5,1,1,6,2,2,2,1,1,3,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
0,봄이 오면 여러 가지 꽃이 핍니다. 새하얀 목련이 먼저 우리를 반깁니다. 학교 가는 길에는 노란 개나리가 활짝 핍니다. 마을 앞 이곳저곳에는 아름다운 벚꽃이 핍니다.,24,1.0,0.9166666666666666,-1.0,0.24271844660194175,0.20388349514563106,0.84,0.3,0.5416666666666666,0.8,1.0,1.0,1.0,1.0,0,0,3,9,2,2,7,3,1,4,2,0,10,3,3,5,2,2,6,3,3,4,2,2,3,3,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,내가 읽은 이야기에 나오는 홍길동은 나쁜 관리들의 재물을 빼앗아 가난한 사람들에게 나누어 주었다. 하지만 좋은 뜻으로 한 행동이라고 해도 그것은 옳지 못한 일이다. 물건을 빼앗긴 사람들은 억울할 것이다. 따라서 홍길동은 남의 물건을 빼앗은 것에 대한 벌을 반드시 받아야 한다.,39,1.0,0.8974358974358975,-1.0,0.2222222222222222,0.17222222222222222,0.775,0.375,0.48717948717948717,0.8125,1.0,1.0,1.0,1.0,0,0,3,10,2,2,9,3,3,4,2,2,12,3,3,6,2,2,7,3,3,4,2,1,5,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
0,"거센 태풍이 찾아왔어요. 씨잉! 씨잉! 작은 나무들이 뿌리째 뽑혀 저만치 날아갔어요. 아침이 밝자 주위는 조용해졌어요. 이슬이는 밤나무가 걱정되어 뒷마당으로 달려갔어요. 이슬이는 쓰러진 밤나무를 보고 울먹였어요. “어서 일어나, 밤나무야!” 하지만 밤나무는 꿈쩍도 하지 않아요.",36,0.8,0.9166666666666666,-1.0,0.24666666666666667,0.20666666666666667,0.8378378378378378,0.4782608695652174,0.5161290322580645,0.9375,1.0,0.8,0.9714285714285714,1.0,0,0,5,12,4,3,9,5,2,6,4,1,11,4,3,6,2,2,9,6,5,6,4,3,3,3,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"우리나라 사람들은  설날에  연날리기, 제기차기를 합니다. 정월 대보름에는 차전놀이, 쥐불놀이를 하고 단오에는 씨름, 그네뛰기를 합니다. 추석에는 강강술래를 합니다. 이렇게 우리나라 사람들은 명절마다 다양한 놀이를 합니다.",28,0.0,0.75,-1.0,0.23134328358208955,0.16417910447761194,0.7096774193548387,0.4117647058823529,0.6666666666666666,1.0,1.0,0.0,0.9629629629629629,1.0,0,0,3,11,2,2,6,3,3,4,2,2,11,3,3,7,2,2,6,3,3,4,2,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,"다른 사람과 대화할 때는 은어나 비속어 대신에 고운 말을 사용해야 한다. 고운 말은 서로 존중하는 마음을 전할 수 있고, 다른 사람과의 대화를 원활하게 한다. 은어나 비속어 대신에 고운 말을 사용하는 바른 언어 습관을 기르자.",34,1.0,0.7352941176470589,-1.0,0.2809917355371901,0.18181818181818182,0.6470588235294118,0.4166666666666667,0.48484848484848486,0.6666666666666666,0.3333333333333333,1.0,0.8484848484848485,0.875,0,0,2,7,1,1,8,2,2,4,1,1,10,2,2,3,1,1,3,2,2,1,1,1,6,2,2,3,1,1,2,2,2,1,1,1,0,0,0,0,0,0
0,"옥외 전시장에는 실내에 전시하기 어려운 범종, 석탑, 석등, 석불 등 규모가 큰 유물들이 보였다. 특히 성덕 대왕 신종은 넋을 잃고 바라본다는 말이 실감이 날 정도로 내 마음을 사로잡았다. 생각보다 어마어마하게 큰 종 앞에 서니 저절로 경건한 마음이 생겨날 정도였다. 성덕 대왕 신종은 원래 봉덕사라는 절에 걸려 있어서 봉덕사종이라고도 하고, ‘에밀레’라고 운다고 하여 에밀레종이라고도 한다. 마음을 울리는 종소리를 듣고 싶었지만, 지금은 문화재 보호를 위하여 종을 치지 않는다고 한다.",70,1.0,0.8857142857142857,0.91,0.247557003257329,0.18892508143322476,0.7631578947368421,0.3958333333333333,0.6031746031746031,0.7916666666666666,0.75,1.0,0.9565217391304348,0.9852941176470589,0,0,4,18,3,3,12,4,3,7,3,2,21,4,4,11,3,3,8,4,4,6,3,3,6,4,2,3,3,0,0,0,0,0,0,0,2,2,0,1,1,0
0,"김치는 담그는 방법에 따라서 달리 부르기도 해요. 배추나 상추, 무를 살짝 절여서 곧바로 무쳐 신선한 양념 맛으로 먹는 김치를 ‘겉절이’, 채 썬 무를 김치 양념으로 버무려 먹는 것은 ‘생채’, 넓적하고 큼직하게 썬 무와 배추를 소금에 절인 후 김치 양념으로 버무려 담근 김치는 ‘섞박지’라고 해요.",44,1.0,0.7727272727272727,-1.0,0.20772946859903382,0.13526570048309178,0.6511627906976745,0.41935483870967744,0.5,0.5625,0.0,1.0,0.9534883720930233,0.9761904761904762,0,0,1,0,0,0,3,1,1,0,0,0,5,1,1,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,나는 오랜만에 중앙탑 면에 있는 중앙 탑을 보러 갔다. 중앙 탑은 신라가 삼국 통일을 한 뒤에 나라의 중앙에 세운 탑으로 국보 제6호이다. 정식 명칭은 ‘충주 탑평리 칠층 석탑’인데 어릴 적에 우리는 그냥 ‘중앙 탑’이라고 불렀다. 중앙 탑은 여전히 늠름한 모습으로 서 있었다. 크고 우람한 탑은 보는 것 자체만으로도 매우 감동적이었다.,50,0.75,0.88,0.0,0.20078740157480315,0.1377952755905512,0.6862745098039216,0.4,0.6122448979591837,0.6666666666666666,1.0,0.75,0.9795918367346939,1.0,0,0,4,20,3,3,11,4,4,7,3,3,19,4,4,13,3,3,9,4,4,6,3,3,5,4,2,3,3,0,0,0,0,0,0,0,2,2,0,1,1,0
0,스케이트와 인라인스케이트는 서로 공통점과 차이점이 있다. 스케이트와 인라인스케이트는 모두 발에 신고 타는 점이 같다. 스케이트는 가죽으로 만든 신발의 밑창에 금속 날을 붙여 만든 것이다. 이 날카로운 스케이트 날 덕분에 얼음 위를 신나게 달릴 수 있다. 스케이트와는 달리 인라인스케이트는 신발의 밑창에 바퀴가 달려 있다. 스케이트는 얼음 위에서만 탈 수 있다. 그러나 인라인스케이트는 평평한 바닥만 있으면 어디에서든 탈 수 있다. 그래서 인라인스케이트는 공원이나 운동장에서 주로 탄다.,64,1.0,0.671875,0.7885714285714285,0.26666666666666666,0.1411764705882353,0.5294117647058824,0.34,0.3968253968253968,0.5,1.0,1.0,0.9206349206349206,0.9838709677419355,0,0,7,29,6,6,20,7,7,13,6,6,24,7,7,16,6,6,16,7,7,12,6,6,9,6,5,7,5,3,0,0,0,0,0,0,1,1,0,0,0,0
0,일이 늦게 끝나 캄캄한 밤에 혼자 집으로 돌아오던 길이었습니다. 풀숲을 지나는데 찬 우의 발길에 놀란 반딧불이가 화르르 날아올랐습니다. 반짝반짝 빛을 내며 수십 마리의 반딧불이가 날아오르자 주변이 환하게 밝아졌습니다.,28,1.0,0.9285714285714286,-1.0,0.28703703703703703,0.25925925925925924,0.9032258064516129,0.5,0.6956521739130435,0.8666666666666667,1.0,1.0,1.0,1.0,0,0,2,6,1,1,5,2,2,2,1,0,13,2,2,4,1,1,4,2,2,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"성공하는 인생을 살고자 한다면 예쁘고 사랑이 담긴 언어를 써야 합니다. 이런 긍정적인 언어들이 성공의 기회를 끌어당기기 때문이지요. 자신이 쓰는 말버릇이 자신을 소중한 사람으로 만들기도, 천박한 사람으로 만들기도 합니다.
성공한 사람들은 지금 쓰는 말버릇이 미래를 좌우한다는 것을 잘 알고 있습니다. 그래서 일이 잘 풀리지 않거나 어떤 어려움에 처해도 거친 말이나 부정적인 말을 쓰지 않으려고 합니다.",53,0.0,0.8301886792452831,0.9299999999999999,0.23605150214592274,0.15021459227467812,0.6363636363636364,0.37209302325581395,0.49019607843137253,0.6190476190476191,0.6666666666666666,0.0,0.9807692307692307,1.0,0,0,3,12,2,2,9,3,3,4,2,2,14,3,3,8,2,2,8,3,3,4,2,1,4,3,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0
0,"서양에 오페라가 있다면 우리나라에는 판소리가 있습니다. 판소리는 오페라와 같은 종합 예술이지만 다른 점이 있습니다. 판소리는 소리꾼이 홀로 수십 명의 역할을 한다는 점에서 특별한 예술입니다. 그러나 오페라를 공연하기 위해서는 수십 명의 등장인물이 필요합니다.
판소리는 북 하나만 있으면 어느 곳에서도 공연을 할 수 있습니다. 하지만 오페라에는 큰 비용을 들인 무대 장치와 극장이 필요합니다.",50,1.0,0.88,0.0,0.2413793103448276,0.15763546798029557,0.6530612244897959,0.45714285714285713,0.6,0.5384615384615384,1.0,1.0,0.9591836734693877,1.0,0,0,4,20,3,3,13,4,4,5,3,3,23,4,4,15,3,3,10,4,4,6,3,3,7,4,4,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
