,sentence,lemmaCnt,conjuctions,lemmattr,lemmaMattr,lexicalDensityTokens,lexicalDensityTypes,contentTtr,functionTtr,nounTtr,verbTtr,adjTtr,advTtr,bigramLemmaTtr,trigramLemmaTtr,adjacent_sentence_overlap_all_lemmas,adjacent_sentence_overlap_all_lemmas_normed,binary_adjacent_sentence_overlap_all_lemmas,adjacent_two_sentence_overlap_all_lemmas,adjacent_two_sentence_overlap_all_lemmas_normed,binary_adjacent_two_sentence_overlap_all_lemmas,adjacent_sentence_overlap_content_lemmas,adjacent_sentence_overlap_content_lemmas_normed,binary_adjacent_sentence_overlap_content_lemmas,adjacent_two_sentence_overlap_content_lemmas,adjacent_two_sentence_overlap_content_lemmas_normed,binary_adjacent_two_sentence_overlap_content_lemmas,adjacent_sentence_overlap_function_lemmas,adjacent_sentence_overlap_function_lemmas_normed,binary_adjacent_sentence_overlap_function_lemmas,adjacent_two_sentence_overlap_function_lemmas,adjacent_two_sentence_overlap_function_lemmas_normed,binary_adjacent_two_sentence_overlap_function_lemmas,adjacent_sentence_overlap_noun_lemmas,adjacent_sentence_overlap_noun_lemmas_normed,binary_adjacent_sentence_overlap_noun_lemmas,adjacent_two_sentence_overlap_noun_lemmas,adjacent_two_sentence_overlap_noun_lemmas_normed,binary_adjacent_two_sentence_overlap_noun_lemmas,adjacent_sentence_overlap_verb_lemmas,adjacent_sentence_overlap_verb_lemmas_normed,binary_adjacent_sentence_overlap_verb_lemmas,adjacent_two_sentence_overlap_verb_lemmas,adjacent_two_sentence_overlap_verb_lemmas_normed,binary_adjacent_two_sentence_overlap_verb_lemmas,adjacent_sentence_overlap_adjective_lemmas,adjacent_sentence_overlap_adjective_lemmas_normed,binary_adjacent_sentence_overlap_adjective_lemmas,adjacent_two_sentence_overlap_adjective_lemmas,adjacent_two_sentence_overlap_adjective_lemmas_normed,binary_adjacent_two_sentence_overlap_adjective_lemmas,adjacent_sentence_overlap_adverb_lemmas,adjacent_sentence_overlap_adverb_lemmas_normed,binary_adjacent_sentence_overlap_adverb_lemmas,adjacent_two_sentence_overlap_adverb_lemmas,adjacent_two_sentence_overlap_adverb_lemmas_normed,binary_adjacent_two_sentence_overlap_adverb_lemmas
0,나는 작년 운동회에서 있었던 일이 아직도 기억나. 달리다가 넘어진 나를 네가 일으켜 주었지. 같이 달려 주고 응원해 준 너의 따뜻한 마음 잊지 않을게.,23,1.0,0.9565217391304348,-1.0,0.1958762886597938,0.18556701030927836,0.9473684210526315,0.5263157894736842,0.6,0.9090909090909091,1.0,1.0,1.0,1.0,0,0,2,3,1,1,3,2,1,1,1,0,6,2,2,1,1,1,3,2,2,1,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"갯벌은 바닷물이 빠져나가는 썰물 때에 육지로 드러나는 곳입니다. 바닷물이 드나들면서 갯벌은 생물이 살기 좋은 환경이 됩니다. 그래서 갯벌에는 조개, 불가사리와 같은 여러 생물이 삽니다. 또한 철새들이 잠시 머무는 장소가 되기도 합니다.
갯벌은 쓸모없는 땅이 아니라 소중한 곳입니다. 소중한 갯벌을 잘 보존해야겠습니다.",40,1.0,0.825,-1.0,0.22033898305084745,0.1638418079096045,0.7435897435897436,0.3939393939393939,0.5277777777777778,0.75,1.0,1.0,0.9743589743589743,1.0,0,0,4,15,3,3,10,4,4,6,3,3,13,4,4,9,3,2,7,4,4,5,3,3,5,3,3,3,2,1,2,2,0,1,1,0,1,1,0,0,0,0
0,"상우는 오후에 할아버지와 집을 나섰습니다. 상우는 집 가까운 가게로 가려고 했습니다. 그런데 할아버지께서 전통 시장에 가자고 하셨습니다. 상우는 시장 골목으로 들어갔습니다. 할아버지께서는 구경하시느라 느릿느릿 걸으시며 가다 서기를 반복하셨습니다. 상우는 할아버지보다 앞서가며 두리번거렸습니다. 두부 가게가 어디 있는지 찾아보기 위해서였습니다. ‘어, 주은이잖아!’ 주은이가 채소 가게에서 나오고 있었습니다.",46,1.0,0.8695652173913043,-1.0,0.2702702702702703,0.16756756756756758,0.62,0.45454545454545453,0.4772727272727273,0.6842105263157895,1.0,1.0,0.9777777777777777,1.0,0,0,8,31,7,6,16,8,5,14,7,3,23,8,7,17,7,6,16,8,7,14,7,5,8,8,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,우리가 흔히 사용하는 일회용품 중의 하나가 비닐봉지 입니다. 비닐봉지는 간편하여 사람들이 많이 씁니다. 하지만 비닐봉지는 쉽게 썩지 않아 그대로 두면 없어지는 데 500년이나 걸립니다. 또한 비닐봉지는 바다와 땅에 사는 동식물에게 큰 피해를 줄 수 있습니다. 따라서 우리는 비닐봉지 사용을 줄여야 합니다.,40,1.0,0.95,-1.0,0.2898550724637681,0.2536231884057971,0.875,0.5652173913043478,0.6764705882352942,0.9230769230769231,1.0,1.0,1.0,1.0,0,0,4,12,3,3,14,4,2,7,3,0,10,4,4,5,3,3,10,4,3,6,3,2,6,4,1,2,2,0,1,1,0,0,0,0,3,3,0,2,2,0
0,"악기는 타악기, 현악기, 관악기로 나눌 수 있다. 타악기는 두드리거나 때려서 소리를 내는 악기로 장구나 큰북 등이 있다. 현악기는 줄을 사용하는 악기로 가야금이나 바이올린 등이 있다. 그리고 관악기는 입으로 불어서 소리를 내는 악기로 단소나 트럼펫 등이 있다.",36,0.0,0.7777777777777778,-1.0,0.3046875,0.1875,0.6153846153846154,0.3333333333333333,0.48484848484848486,0.5714285714285714,0.0,0.0,0.9142857142857143,0.9705882352941176,0,0,3,16,2,2,9,3,3,5,2,2,18,3,3,11,2,2,9,3,3,6,2,2,3,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,나는 제주도에 도착해 택시를 타고 맨 처음 성산 일출봉으로 향했다. 멀리 보이는 성산 일출봉은 가파른 절벽이 바다와 맞닿아 있었다. 일출봉의 서쪽으로는 돌기둥이 보였다. 전설에 따르면 설문대 할망은 일출봉 분화구를 빨래 바구니로 삼았다고 한다. 택시 기사님의 실감 나는 설명이 곁들여지니 성산 일출봉이 더욱 신비롭게 느껴졌다.,44,1.0,0.8863636363636364,-1.0,0.2792207792207792,0.22077922077922077,0.7906976744186046,0.36666666666666664,0.5581395348837209,0.9166666666666666,1.0,1.0,1.0,1.0,0,0,4,15,3,3,8,4,4,6,3,3,15,4,2,9,3,1,8,4,4,6,3,3,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,수원 화성은 정조 임금의 원대한 꿈이 담긴 곳으로 볼거리가 많아. 건물 하나만 보는 것보다는 주변 경치를 함께 감상하는 것이 더 좋아. 정조 임금이 엄격하게 고른 좋은 자리에 지었으니까. 수원 화성은 규모가 커서 다 돌아보려면 꽤 시간이 걸려. 다리가 아프면 화성 열차를 타는 것도 좋겠지. 화성 열차는 수원 화성 구경하러 온 사람들을 위해 마련한 열차야.,54,1.0,0.8703703703703703,0.9299999999999999,0.25,0.18269230769230768,0.7307692307692307,0.40540540540540543,0.48148148148148145,0.8666666666666667,0.8,1.0,0.9811320754716981,1.0,0,0,5,15,4,4,12,5,3,9,4,1,15,5,5,6,4,3,5,5,2,4,4,1,7,5,1,5,4,0,2,2,0,1,1,0,0,0,0,0,0,0
0,우리는 울릉도에서 다시 독도로 가는 배를 탔다. 배 안에서 바다를 바라보며 독도에 대한 이야기를 나누었다. 독도에 도착하니  수많은  괭이갈매기가  날아다녔다. 독도에는 괭이갈매기뿐만 아니라 바다제비 같은 텃새도 산다고 한다. 독도에서 동해를 바라보니 가슴이 탁 트이는 것 같았다. 아름답고 생명력 넘치는 독도가 우리 땅이라는 것이 아주 자랑스러웠다.,48,1.0,0.8958333333333334,-1.0,0.23300970873786409,0.16990291262135923,0.7291666666666666,0.3783783783783784,0.4583333333333333,0.8235294117647058,0.75,1.0,1.0,1.0,0,0,5,27,4,4,20,5,5,14,4,4,21,5,5,13,4,4,16,5,5,12,4,4,8,5,2,6,4,0,3,3,1,2,2,0,1,1,0,0,0,0
0,"계절별로 날씨와 관련이 있는 토박이말을 알아봅시다. 봄 날씨를 나타내는 토박이말에는 ‘꽃샘추위’, ‘소소리바람’ 같은 말이 있습니다. 여름 날씨를 나타내는 토박이말에는 ‘마른장마’, ‘무더위’ 같은 말이 있습니다. 가을 날씨를 나타내는 토박이말에는 ‘된서리’, ‘건들바람’ 같은 말이 있습니다. 겨울 날씨를 나타내는 토박이말에는 ‘진눈깨비’, ‘함박눈’ 같은 말이 있습니다.",43,1.0,0.6046511627906976,-1.0,0.17252396166134185,0.08945686900958466,0.5185185185185185,0.22857142857142856,0.4339622641509434,0.375,0.25,1.0,0.7380952380952381,0.8780487804878049,0,0,4,29,3,3,13,4,4,9,3,3,22,4,4,16,3,3,7,4,4,5,3,3,9,4,4,6,3,3,3,3,3,2,2,2,0,0,0,0,0,0
0,일회용 나무젓가락은 간편하여 사람들이 많이 사용합니다. 그러나 나무젓가락을 만들기 위해서는 소중한 자원인 나무를 많이 베어야 합니다. 또한 약품 처리를 하기 때문에 그냥 두면 없어지는 데 20년 이상 걸립니다. 따라서 우리는 일회용 나무젓가락 사용을 줄여야 합니다.,35,0.75,0.8857142857142857,-1.0,0.3177570093457944,0.2616822429906542,0.8235294117647058,0.4375,0.6129032258064516,1.0,1.0,0.75,1.0,1.0,0,0,3,8,2,2,7,3,3,4,2,2,10,3,3,4,2,2,7,3,3,4,2,2,2,2,3,1,1,2,0,0,0,0,0,0,2,2,1,1,1,0
0,동물들이 소리를 내는 방식은 다양합니다. 개나 닭은 사람과 같이 성대를 울려 소리를 냅니다. 매미는 발음 근으로 소리를 냅니다. 물고기는 몸속에 있는 부레로 여러 가지 소리를 냅니다. 동물들은 저마다 다양한 방법으로 소리를 냅니다.,32,1.0,0.71875,-1.0,0.2619047619047619,0.18253968253968253,0.696969696969697,0.4090909090909091,0.6206896551724138,0.5555555555555556,0.0,1.0,0.8709677419354839,1.0,0,0,4,17,3,3,8,4,4,6,3,3,16,4,4,11,3,3,8,4,4,6,3,3,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
0,"경복궁은 조선 시대 최초의 궁궐로, 태조 이성계가 지금의 서울인 한양에 세웠다. 경복궁은 ‘큰 복을 누리며 번성하라.’는 뜻을 지녔으며 이후 조선을 대표하는 궁궐이 되었다. 경복궁의 건물은 7,600여 칸으로 규모가 어마어마하다.",29,0.0,0.9655172413793104,-1.0,0.20588235294117646,0.17647058823529413,0.8571428571428571,0.4583333333333333,0.6875,1.0,1.0,0.0,1.0,1.0,0,0,2,3,1,1,3,2,2,1,1,1,6,2,2,2,1,1,4,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,다보탑과 석가탑은 모두 통일 신라 시대에 만들어졌습니다. 두 탑은 불국사 대웅전 앞뜰에 있습니다. 다보탑은 십자 모양의 받침 주변에 돌계단을 만들고 그 위에 사각․팔각․원 모양의 돌을 쌓아 올렸습니다. 석가탑은 사각 평면 받침 위에 돌을 삼 층으로 쌓아 올렸습니다. 다보탑과 석가탑은 서로 다른 모습이지만 모두 매우 아름답습니다. 그래서 많은 사람에게 관심과 사랑을 받습니다.,51,0.6666666666666666,0.7843137254901961,0.89,0.29608938547486036,0.22346368715083798,0.7547169811320755,0.30303030303030304,0.6170212765957447,0.7692307692307693,1.0,0.6666666666666666,0.96,1.0,0,0,5,13,4,4,8,5,2,4,4,1,16,5,5,9,4,4,10,5,5,8,4,4,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,"할머니, 안녕하세요?
저 태웅이에요. 지난주에 할머니 댁에 갔을 때 반갑게 맞아 주시고, 재미있는 이야기도 들려주셔서 고맙습니다. 또 놀러 갈게요.",18,1.0,1.0,-1.0,0.24050632911392406,0.22784810126582278,0.9473684210526315,0.5384615384615384,0.6,1.0,1.0,1.0,1.0,1.0,0,0,2,1,1,0,3,2,2,0,0,0,3,2,0,1,1,0,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,우리 가족은 주말에 여행을 다녀왔다. 여행지는 전라북도 고창으로 예전에 텔레비전 여행 방송에서 본 기억이 있어 가기 전부터 많이 설레었다. 토요일 아침 일찍 출발해서 맨 처음 도착한 고창 관광지는 고인돌 박물관이었다. 고인돌 박물관에서는 영화와 유물들을 보면서 고인돌의 역사를 알 수 있었다. 박물관 1층에서는 고인돌 영화를 봤고 2층에서는 고인돌과 관련된 여러 유물을 봤다. 박물관을 다 둘러보고 나니 고인돌 박사가 된 것 같은 기분이었다.,61,0.6,0.9016393442622951,0.96,0.24701195219123506,0.17928286852589642,0.7258064516129032,0.4,0.6031746031746031,0.8,1.0,0.6,1.0,1.0,0,0,5,21,4,4,9,5,5,5,4,3,25,5,5,16,4,4,10,5,5,8,4,4,3,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"의료진 여러분, 안녕하세요?
저는 ○○초등학교에 다니는 김수현입니다. 무더운 날씨 속에서도 방호복을 입고 환자를 치료하시는 모습을 뉴스에서 보았습니다. 위기 극복을 위해 최선을 다해 주셔서 감사합니다.",23,1.0,1.0,-1.0,0.183206106870229,0.183206106870229,1.0,0.45,0.7407407407407407,1.0,1.0,1.0,1.0,1.0,0,0,2,4,1,1,6,2,2,3,1,1,7,2,2,1,1,1,4,2,0,2,1,0,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,어린이 교통사고로 사망하는 유형을 보면 보행 중에 교통사고로 사망하는 경우의 비율이 매우 높다.,13,1.0,0.8461538461538461,-1.0,0.24528301886792453,0.20754716981132076,0.8461538461538461,0.6,0.6428571428571429,1.0,1.0,1.0,0.9166666666666666,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,사람은 직업에 따라 고유한 색깔의 옷을 입는다. 의사나 간호사는 보통 흰색 옷을 입는다. 법관은 검은색 옷을 입는다. 군인은 주변 환경과 상황에 따라 옷 색깔을 달리하여 입는다.,26,0.0,0.7692307692307693,-1.0,0.2765957446808511,0.19148936170212766,0.6923076923076923,0.38095238095238093,0.5925925925925926,0.42857142857142855,0.0,0.0,0.92,1.0,0,0,3,12,2,2,6,3,3,4,2,2,12,3,3,8,2,2,6,3,3,4,2,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,"10월 25일은 ‘독도의 날’입니다. 이날은 1900년 10월 25일에 고종 황제가 독도를 우리 땅이라고 세계에 알린 것을 기념하는 날입니다. 우리 학교에서는 해마다 독도의 날에 초등학생을 위한 다양한 행사를 실시합니다. 교장 선생님의 독도에 대한 훈화를 비롯해, 독도 퀴즈 대회 및 독도에게 편지 쓰기,  독도는 우리 땅 합창 대회가 열립니다. 이러한 독도의 날 행사는 학생들에게 우리 땅 독도의 중요성을 일깨워 주는 데 매우 도움이 된다고 생각합니다.",64,1.0,0.890625,0.96,0.2423076923076923,0.16538461538461538,0.6825396825396826,0.3170731707317073,0.5277777777777778,0.8461538461538461,1.0,1.0,0.9841269841269841,1.0,0,0,4,25,3,3,17,4,4,10,3,3,20,4,4,13,3,3,16,4,4,10,3,3,7,4,4,4,2,2,0,0,0,0,0,0,2,2,0,1,1,0
0,"1739년에 제주도의 가난한 선비 집안에서 태어난 김만덕은 스물세 살이 되던 해에 제주도에 객줏집을 열어 장사를 시작하였다.
김만덕은 장사를 하면서 세 가지 원칙을 지켰다. 첫째, 이익을 적게 남기고 많이 판다. 둘째, 적당한 가격에 물건을 사고판다. 셋째, 반드시 신용을 지키고 정직한 거래를 한다. 사업은 나날이 번창하여 많은 돈을 벌었으나 김만덕은 더 절약하고 검소한 생활을 하였다.
1790년부터 4년 동안 제주도에 흉년이 계속되어 굶어 죽는 사람들이 늘어났다. 그러자 김만덕은 전 재산을 들여 육지에서 곡식을 사 와 굶주린 사람들에게 나누어 주었다. 김만덕은 자신만 풍요롭게 살기보다는 자신이 가진 것을 사람들과 나누며 함께 살았다.",85,1.0,0.8941176470588236,0.927142857142857,0.19402985074626866,0.14498933901918976,0.7472527472527473,0.22535211267605634,0.5204081632653061,0.7857142857142857,1.0,1.0,1.0,1.0,0,0,6,34,5,5,14,6,3,10,5,1,30,6,6,19,5,5,18,6,4,14,5,2,7,6,2,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0
0,"씨름 기술은 허리 기술, 다리 기술, 손기술 등으로 나눌 수 있습니다. 허리 기술은 상대방을 자기 앞으로 끌어당겨서 부리는 여러 가지 기술을 말합니다. 다리 기술은 상대방을 자기의 다리로 걸고 부리는 기술, 손기술은 손을 사용하여 부리는 기술을 말합니다.",36,0.0,0.6944444444444444,-1.0,0.27692307692307694,0.13846153846153847,0.5,0.2916666666666667,0.35135135135135137,0.7272727272727273,0.0,0.0,0.9428571428571428,1.0,0,0,2,6,1,1,5,2,2,2,1,1,9,2,2,4,1,1,6,2,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"말은 상대에 따라 다르게 사용해야 한단다. 높임말은 웃어른께 하는 말로서, 거기에는 공경하는 마음을 담아야 해. 그리고 같은 뜻을 가진 말이라도 상대에 따라 사용하는 낱말이 다르지. 예를 들면, ‘밥’은 예사말이고 높임말은 ‘진지’라고 해. 예사말인 ‘먹다’라는 낱말은 높임말로는 ‘잡수시다’라고 한단다. 그래서 너희가 할아버지께 말씀을 드린다면 “할아버지, 진지 잡수세요.”라고 해야 하는 거지.",49,0.0,0.8163265306122449,-1.0,0.2127659574468085,0.13191489361702127,0.62,0.46153846153846156,0.46808510638297873,0.6470588235294118,0.6666666666666666,0.0,0.9791666666666666,1.0,0,0,5,14,4,4,13,5,5,9,4,4,14,5,5,4,4,4,6,5,4,4,4,3,8,5,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,"거리를 걷다 보면 외국 말을 많이 볼 수 있다. 가게를 운영하는 사람이나 거리에 게시물을 붙이는 사람들이 어렵고 낯선 외국 말보다 아름다운 우리말을 살려 쓰면 좋겠다.
왜냐하면, 외국 말로 표현된 문구를 우리말로 충분히 바꾸어 쓸 수 있기 때문이다. 외국 말을 우리말로 바꾸면 부르기도 쉽고 더 정겹다.
또, 우리말 중에는 우리 생각을 표현할 수 있는 아름다운 말이 많기 때문이다. 예를 들면, ‘누리’, ‘시나브로’, ‘나비잠’, ‘여우비’, ‘새참’ 등은 살려 쓸 만한 아름다운 순우리말이다.",68,1.0,0.7647058823529411,0.8722222222222222,0.21159420289855072,0.13333333333333333,0.6301369863013698,0.2708333333333333,0.4142857142857143,0.5925925925925926,0.75,1.0,0.9552238805970149,1.0,0,0,3,20,2,2,17,3,3,10,2,2,17,3,3,8,2,2,10,3,3,6,2,2,8,3,3,4,2,2,2,2,2,1,1,1,3,3,0,2,2,0
0,"오후 네 시쯤 되어 우리는 외돌개에 도착하였다. 외돌개는 올레 6코스가 끝나는 곳이다. 바다 위에 우뚝 서 있는 외돌개와 푸른 솔숲이 어우러진 모습이 마치 한 폭의 그림과도 같았다. 해안가를 따라 크고 작은 육각기둥 모양의 돌기둥이 절벽을 이루었고, 파도가 달려와 하얀 거품을 내며 철썩이는 모습은 정말 장관이었다.",45,1.0,0.9555555555555556,-1.0,0.24468085106382978,0.22340425531914893,0.9130434782608695,0.35294117647058826,0.6170212765957447,0.8333333333333334,1.0,1.0,1.0,1.0,0,0,3,11,2,2,7,3,3,4,2,2,14,3,3,7,2,2,6,3,3,4,2,2,4,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
0,"네로와 파트라슈는 마을로 향하였습니다. 매서운 눈보라가 눈을 가려 한 치 앞도 보이지 않았습니다. 갑자기 파트라슈가 눈을 헤집더니 갈색 지갑을 끄집어내었습니다.
네로는 지갑을 자세히 살펴보았습니다. ",24,1.0,0.9166666666666666,-1.0,0.25316455696202533,0.22784810126582278,0.9,0.4444444444444444,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,0,0,2,4,1,1,3,2,1,1,1,0,9,2,2,3,1,1,5,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"2014년 3월 10일, 행복 마을 주민들은 무궁화 공원에서 ‘마을 주민 화합의 날’ 행사를 열었다. 이날 행사는 서로의 정을 나누기 위한 자리였다. 어린아이부터 어른까지 많은 사람이 모여 다채로운 행사를 즐겼다.",29,0.0,0.9655172413793104,-1.0,0.2265625,0.1953125,0.8620689655172413,0.6,0.696969696969697,1.0,1.0,0.0,1.0,1.0,0,0,2,6,1,1,4,2,2,2,1,1,10,2,2,4,1,1,4,2,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"개미귀신은 작은 머리통에 사슴벌레의 집게처럼 생긴 단단하고 날카로운 턱이 나와 있다. 몸통에 있는 여섯 개의 다리로는 모래밭을 빠르게 파고 들어갈 수 있다. 그래서 마치 긴 창으로 무장을 하고 튼튼한 군화를 신은 용감한 군인처럼 보인다. 또, 온몸이 털로 덮여 있고, 몸의 색깔이 황갈색이어서 모래에 숨으면 잘 보이지 않는다.",47,1.0,0.9148936170212766,-1.0,0.2132701421800948,0.1943127962085308,0.9111111111111111,0.4,0.6666666666666666,0.7777777777777778,1.0,1.0,1.0,1.0,0,0,3,13,2,2,10,3,2,5,2,0,14,3,3,8,2,2,6,3,1,4,2,0,6,3,2,3,2,0,2,2,0,1,1,0,1,1,0,0,0,0
0,"이튿날 새벽, 서울에 도착한 아저씨께서는 날이 밝기를 기다리셨습니다. 처음으로 꿀 장사를 나온 아저씨께서는 어디서, 어떻게 꿀을 팔아야 할지 몰랐습니다.",19,0.0,0.9473684210526315,-1.0,0.22988505747126436,0.19540229885057472,0.85,0.5333333333333333,0.6842105263157895,0.8571428571428571,1.0,0.0,1.0,1.0,0,0,1,0,0,0,2,1,1,0,0,0,5,1,1,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"광개토 대왕은 고구려 제18대 왕인 고국양왕의 아들로 374년에 태어났다. 광개토 대왕은 어린 시절 ‘담덕’이라고 불렸다. 담덕은 고국양왕 3년인 386년에 태자가 되었다. 그는 고구려의 영토를 가장 넓게 확장하였던 왕이다.
광개토 대왕이 고구려를 부강한 나라로 만들기 전까지, 고구려의 역사는 시련의 연속이었다. 고구려는 남과 북을 둘러싸고 있던 여러 나라와 충돌하면서 끊임없이 전쟁을 치렀고, 이로 인하여 나라 안팎은 어수선하였다.",54,1.0,0.9444444444444444,0.97,0.18926553672316385,0.1271186440677966,0.6716417910447762,0.4186046511627907,0.5588235294117647,0.75,1.0,1.0,0.9811320754716981,1.0,0,0,4,20,3,3,13,4,4,8,3,3,18,4,4,12,3,3,8,4,4,6,3,3,8,4,3,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0
0,"웃음은 우리를 건강하게 해 준다. 웃음은 혈압을 낮추고 혈액순환에도 도움을 주어면역 체계와 소화 기관을 안정시킨다. 또, 산소 공급을 두 배로 증가시켜 몸이 일시에 시원해지는 기분을 느끼게 해 준다. 웃으면서 분비되는 호르몬은 육체적 피로와 통증을 잊게 해 주고, 여러 가지 스트레스를 이겨 낼 수 있게 해 준다.",47,1.0,0.851063829787234,-1.0,0.2692307692307692,0.22527472527472528,0.8367346938775511,0.3235294117647059,0.7272727272727273,0.7142857142857143,0.0,1.0,0.9565217391304348,1.0,0,0,3,13,2,2,9,3,3,6,2,2,14,3,3,7,2,2,6,3,3,4,2,2,6,3,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,"동물은 번식하는 방법에 따라 새끼를 낳는 동물과 알을 낳는 동물로 분류할 수 있습니다. 새끼를 낳아서 기르는 동물은 개, 고양이, 토끼, 돼지, 소 등입니다. 그리고 알을 낳는 동물은 뱀, 독수리, 까치, 제비 등입니다.",32,0.0,0.78125,-1.0,0.23776223776223776,0.16083916083916083,0.6764705882352942,0.38095238095238093,0.5428571428571428,0.5454545454545454,0.0,0.0,0.9354838709677419,1.0,0,0,2,7,1,1,7,2,2,3,1,1,8,2,2,4,1,1,6,2,2,3,1,1,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,"창덕궁은 경복궁 동쪽에 있다고 하여, 창경궁과 함께 ‘동궐’로도 불렸다. 건물과 후원이 잘 어우러진 창덕궁은 유네스코에 세계 유산으로 기록된 아름다운 궁궐이다. 넓은 후원의 정자와 연못들은 우리나라 전통 정원의 모습을 잘 보여 주고 있다.",32,1.0,0.9375,-1.0,0.24050632911392406,0.21518987341772153,0.8947368421052632,0.4782608695652174,0.7714285714285715,0.8,0.75,1.0,1.0,1.0,0,0,2,5,1,1,7,2,2,3,1,1,7,2,2,2,1,1,4,2,2,2,1,1,3,2,0,1,1,0,1,1,0,0,0,0,2,2,1,1,1,0
0,"우리 반은 학급 회의를 통해 교실 뒤의 게시판을 꾸미기로 하였어요. 선생님께서는 “여러분, 게시판을 꾸미는 일은 개인의 일이 아니라 우리 모두의 일이에요. 속담에 ‘ 백지장도 맞들면 낫다.’라는 말이 있어요. 우리 모두 힘을 모아 게시판을 꾸며 보는 것은 어떨까요?”라고 말씀하셨어요.",38,1.0,0.868421052631579,-1.0,0.225,0.18125,0.8055555555555556,0.5,0.6486486486486487,0.8461538461538461,1.0,1.0,0.972972972972973,1.0,0,0,3,11,2,2,8,3,2,5,2,2,14,3,3,5,2,2,7,3,2,4,2,1,5,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,"테레사 수녀는 1910년 알바니아의 노동자 가정에서 태어나 인도의 불쌍한 사람들을 위하여 평생을 바쳤습니다.
1948년, 의료 기술을 익힌 서른여덟 살의 테레사 수녀는 콜카타로 돌아와 가난한 사람들을 위한 학교를 세웠습니다. 1950년, 테레사 수녀는 열두 명의 지원자와 ‘사랑의 선교회’를 설립하였습니다. 이들은 콜카타 빈민가를 돌며 음식을
나누어 주었고 아픈 사람들을 보살펴 주었습니다.",46,1.0,0.8478260869565217,-1.0,0.20242914979757085,0.15789473684210525,0.78,0.34285714285714286,0.5789473684210527,0.8666666666666667,1.0,1.0,0.9333333333333333,1.0,0,0,2,5,1,1,4,2,1,1,1,1,10,2,2,4,1,1,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,쌀 소비량은 계속 줄어드는 추세다. 쌀 소비량이 줄어들면서 논도 급격히 줄어들고 있다. 벼농사는 국토를 지켜 주고 환경을 정화하며 전통문화를 보존하게 하는 문화 지킴이이다. 그러므로 우리는 벼농사를 지켜야 한다. 우리가 먹는 밥 한 ㉣ 그릇이 벼농사를 지키는 힘이 될 것이다.,39,1.0,0.8205128205128205,-1.0,0.23809523809523808,0.17261904761904762,0.725,0.35714285714285715,0.5641025641025641,0.5384615384615384,1.0,1.0,0.9736842105263158,1.0,0,0,4,13,3,2,10,4,3,6,3,2,12,4,4,6,3,2,10,4,4,7,3,2,5,4,3,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0
0,"선생님과 아이들이 노래를 부르며 무대에서 나가고, 토마스와 아니카만 무대에 남는다. 별안간 아니카가 말을 발견하고 토마스의 팔을 잡는다.",17,0.0,0.9411764705882353,-1.0,0.22077922077922077,0.18181818181818182,0.8235294117647058,0.6428571428571429,0.6666666666666666,0.8333333333333334,0.0,0.0,1.0,1.0,0,0,1,0,0,0,2,1,1,0,0,0,6,1,1,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,텍스트를  구성하는  여러  요소들  사이의  표면적인 연결  관계를  가리킨다,16,0.0,0.625,-1.0,0.225,0.225,1.0,0.6666666666666666,0.9,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
